id,namespace,path,description_id,class,max_stack,max_damage,tags,producer_recipes,consumer_recipes,resource_references
"immersiveengineering:alu_scaffolding_wooden_top","immersiveengineering","alu_scaffolding_wooden_top","block.immersiveengineering.alu_scaffolding_wooden_top","blusunrize.immersiveengineering.common.blocks.BlockItemIE","64","0","immersiveengineering:scaffoldings/aluminum","2","4","12"
"immersiveengineering:alu_slope","immersiveengineering","alu_slope","block.immersiveengineering.alu_slope","blusunrize.immersiveengineering.common.blocks.BlockItemIE","64","0","","1","0","3"
"immersiveengineering:alu_wallmount","immersiveengineering","alu_wallmount","block.immersiveengineering.alu_wallmount","blusunrize.immersiveengineering.common.blocks.BlockItemIE","64","0","","1","0","3"
"immersiveengineering:alu_window","immersiveengineering","alu_window","block.immersiveengineering.alu_window","blusunrize.immersiveengineering.common.blocks.BlockItemIE","64","0","","1","0","3"
"immersiveengineering:aluminum_hanging_sign","immersiveengineering","aluminum_hanging_sign","block.immersiveengineering.aluminum_hanging_sign","net.minecraft.world.item.HangingSignItem","16","0","","1","0","3"
"immersiveengineering:aluminum_sign","immersiveengineering","aluminum_sign","block.immersiveengineering.aluminum_sign","net.minecraft.world.item.SignItem","16","0","","1","0","3"
"immersiveengineering:arc_furnace","immersiveengineering","arc_furnace","block.immersiveengineering.arc_furnace","blusunrize.immersiveengineering.api.multiblocks.blocks.registry.MultiblockItem","64","0","","0","0","80"
"immersiveengineering:armor_faraday_boots","immersiveengineering","armor_faraday_boots","item.immersiveengineering.armor_faraday_boots","blusunrize.immersiveengineering.common.items.FaradaySuitItem","1","13","c:armors|c:enchantables|enchanted:armors|minecraft:enchantable/armor|minecraft:enchantable/durability|minecraft:enchantable/equippable|minecraft:enchantable/foot_armor|minecraft:enchantable/vanishing|minecraft:foot_armor|minecraft:trimmable_armor","1","2","6"
"immersiveengineering:armor_faraday_chestplate","immersiveengineering","armor_faraday_chestplate","item.immersiveengineering.armor_faraday_chestplate","blusunrize.immersiveengineering.common.items.FaradaySuitItem","1","16","c:armors|c:enchantables|enchanted:armors|minecraft:chest_armor|minecraft:enchantable/armor|minecraft:enchantable/chest_armor|minecraft:enchantable/durability|minecraft:enchantable/equippable|minecraft:enchantable/vanishing|minecraft:trimmable_armor","1","2","6"
"immersiveengineering:armor_faraday_helmet","immersiveengineering","armor_faraday_helmet","item.immersiveengineering.armor_faraday_helmet","blusunrize.immersiveengineering.common.items.FaradaySuitItem","1","11","c:armors|c:enchantables|enchanted:armors|minecraft:enchantable/armor|minecraft:enchantable/durability|minecraft:enchantable/equippable|minecraft:enchantable/head_armor|minecraft:enchantable/vanishing|minecraft:head_armor|minecraft:trimmable_armor","1","2","6"
"immersiveengineering:armor_faraday_leggings","immersiveengineering","armor_faraday_leggings","item.immersiveengineering.armor_faraday_leggings","blusunrize.immersiveengineering.common.items.FaradaySuitItem","1","15","c:armors|c:enchantables|enchanted:armors|minecraft:enchantable/armor|minecraft:enchantable/durability|minecraft:enchantable/equippable|minecraft:enchantable/leg_armor|minecraft:enchantable/vanishing|minecraft:leg_armor|minecraft:trimmable_armor","1","2","6"
"immersiveengineering:armor_steel_boots","immersiveengineering","armor_steel_boots","item.immersiveengineering.armor_steel_boots","net.minecraft.world.item.ArmorItem","1","273","c:armors|c:enchantables|enchanted:armors|minecraft:enchantable/armor|minecraft:enchantable/durability|minecraft:enchantable/equippable|minecraft:enchantable/foot_armor|minecraft:enchantable/vanishing|minecraft:foot_armor|minecraft:trimmable_armor","1","2","6"
"immersiveengineering:armor_steel_chestplate","immersiveengineering","armor_steel_chestplate","item.immersiveengineering.armor_steel_chestplate","net.minecraft.world.item.ArmorItem","1","336","c:armors|c:enchantables|enchanted:armors|minecraft:chest_armor|minecraft:enchantable/armor|minecraft:enchantable/chest_armor|minecraft:enchantable/durability|minecraft:enchantable/equippable|minecraft:enchantable/vanishing|minecraft:trimmable_armor","1","2","6"
"immersiveengineering:armor_steel_helmet","immersiveengineering","armor_steel_helmet","item.immersiveengineering.armor_steel_helmet","net.minecraft.world.item.ArmorItem","1","231","c:armors|c:enchantables|enchanted:armors|minecraft:enchantable/armor|minecraft:enchantable/durability|minecraft:enchantable/equippable|minecraft:enchantable/head_armor|minecraft:enchantable/vanishing|minecraft:head_armor|minecraft:trimmable_armor","1","2","6"
"immersiveengineering:armor_steel_leggings","immersiveengineering","armor_steel_leggings","item.immersiveengineering.armor_steel_leggings","net.minecraft.world.item.ArmorItem","1","315","c:armors|c:enchantables|enchanted:armors|minecraft:enchantable/armor|minecraft:enchantable/durability|minecraft:enchantable/equippable|minecraft:enchantable/leg_armor|minecraft:enchantable/vanishing|minecraft:leg_armor|minecraft:trimmable_armor","1","2","6"
"immersiveengineering:assembler","immersiveengineering","assembler","block.immersiveengineering.assembler","blusunrize.immersiveengineering.api.multiblocks.blocks.registry.MultiblockItem","64","0","","0","0","1"
"immersiveengineering:auto_workbench","immersiveengineering","auto_workbench","block.immersiveengineering.auto_workbench","blusunrize.immersiveengineering.api.multiblocks.blocks.registry.MultiblockItem","64","0","","0","0","1"
"immersiveengineering:axe_steel","immersiveengineering","axe_steel","item.immersiveengineering.axe_steel","net.minecraft.world.item.AxeItem","1","641","c:enchantables|c:tools|cnc:headhunter_enchantable|enchanted:tool_poppet_whitelist|immersiveengineering:toolbox/tools|lodestone:enchantable/axe|lodestone:enchantable/melee|lodestone:enchantable/weapon|minecraft:axes|minecraft:breaks_decorated_pots|minecraft:enchantable/durability|minecraft:enchantable/mining|minecraft:enchantable/mining_loot|minecraft:enchantable/sharp_weapon|minecraft:enchantable/vanishing|minecraft:enchantable/weapon","1","3","5"
"immersiveengineering:balloon","immersiveengineering","balloon","block.immersiveengineering.balloon","blusunrize.immersiveengineering.common.blocks.cloth.BlockItemBalloon","64","0","immersiveengineering:toolbox/wiring","1","0","4"
"immersiveengineering:bannerpattern_bevels","immersiveengineering","bannerpattern_bevels","item.immersiveengineering.bannerpattern_bevels","net.minecraft.world.item.BannerPatternItem","64","0","","1","0","1"
"immersiveengineering:bannerpattern_hammer","immersiveengineering","bannerpattern_hammer","item.immersiveengineering.bannerpattern_hammer","net.minecraft.world.item.BannerPatternItem","64","0","","1","0","1"
"immersiveengineering:bannerpattern_ornate","immersiveengineering","bannerpattern_ornate","item.immersiveengineering.bannerpattern_ornate","net.minecraft.world.item.BannerPatternItem","64","0","","1","0","1"
"immersiveengineering:bannerpattern_screwdriver","immersiveengineering","bannerpattern_screwdriver","item.immersiveengineering.bannerpattern_screwdriver","net.minecraft.world.item.BannerPatternItem","64","0","","1","0","1"
"immersiveengineering:bannerpattern_treated_wood","immersiveengineering","bannerpattern_treated_wood","item.immersiveengineering.bannerpattern_treated_wood","net.minecraft.world.item.BannerPatternItem","64","0","","1","0","1"
"immersiveengineering:bannerpattern_warning","immersiveengineering","bannerpattern_warning","item.immersiveengineering.bannerpattern_warning","net.minecraft.world.item.BannerPatternItem","64","0","","1","0","1"
"immersiveengineering:bannerpattern_windmill","immersiveengineering","bannerpattern_windmill","item.immersiveengineering.bannerpattern_windmill","net.minecraft.world.item.BannerPatternItem","64","0","","1","0","1"
"immersiveengineering:bannerpattern_wirecutter","immersiveengineering","bannerpattern_wirecutter","item.immersiveengineering.bannerpattern_wirecutter","net.minecraft.world.item.BannerPatternItem","64","0","","1","0","1"
"immersiveengineering:bannerpattern_wolf","immersiveengineering","bannerpattern_wolf","item.immersiveengineering.bannerpattern_wolf","net.minecraft.world.item.BannerPatternItem","64","0","","1","0","1"
"immersiveengineering:basic_engineering","immersiveengineering","basic_engineering","block.immersiveengineering.basic_engineering","blusunrize.immersiveengineering.common.blocks.BlockItemIE","64","0","","1","11","13"
"immersiveengineering:biodiesel_bucket","immersiveengineering","biodiesel_bucket","item.immersiveengineering.biodiesel_bucket","blusunrize.immersiveengineering.common.register.IEFluids$FluidEntry$1","1","0","","0","0","0"
"immersiveengineering:blast_furnace","immersiveengineering","blast_furnace","block.immersiveengineering.blast_furnace","blusunrize.immersiveengineering.api.multiblocks.blocks.registry.MultiblockItem","64","0","","0","0","3"
"immersiveengineering:blastbrick","immersiveengineering","blastbrick","block.immersiveengineering.blastbrick","blusunrize.immersiveengineering.common.blocks.BlockItemIE","64","0","","2","2","8"
"immersiveengineering:blastbrick_reinforced","immersiveengineering","blastbrick_reinforced","block.immersiveengineering.blastbrick_reinforced","blusunrize.immersiveengineering.common.blocks.BlockItemIE","64","0","","2","1","6"
"immersiveengineering:blastfurnace_preheater","immersiveengineering","blastfurnace_preheater","block.immersiveengineering.blastfurnace_preheater","blusunrize.immersiveengineering.common.blocks.BlockItemIE","64","0","","1","0","4"
"immersiveengineering:blueprint","immersiveengineering","blueprint","item.immersiveengineering.blueprint","blusunrize.immersiveengineering.common.items.EngineersBlueprintItem","1","0","","5","0","68"
"immersiveengineering:blueprint_shelf","immersiveengineering","blueprint_shelf","block.immersiveengineering.blueprint_shelf","blusunrize.immersiveengineering.common.blocks.BlockItemIE","64","0","","1","0","2"
"immersiveengineering:bottling_machine","immersiveengineering","bottling_machine","block.immersiveengineering.bottling_machine","blusunrize.immersiveengineering.api.multiblocks.blocks.registry.MultiblockItem","64","0","","0","0","29"
"immersiveengineering:breaker_switch","immersiveengineering","breaker_switch","block.immersiveengineering.breaker_switch","blusunrize.immersiveengineering.common.blocks.BlockItemIE","64","0","immersiveengineering:toolbox/wiring","1","0","6"
"immersiveengineering:bucket_wheel","immersiveengineering","bucket_wheel","block.immersiveengineering.bucket_wheel","blusunrize.immersiveengineering.api.multiblocks.blocks.registry.MultiblockItem","64","0","","0","0","1"
"immersiveengineering:bullet_armor_piercing","immersiveengineering","bullet_armor_piercing","item.immersiveengineering.bullet_armor_piercing","blusunrize.immersiveengineering.common.items.BulletItem","64","0","","2","0","2"
"immersiveengineering:bullet_buckshot","immersiveengineering","bullet_buckshot","item.immersiveengineering.bullet_buckshot","blusunrize.immersiveengineering.common.items.BulletItem","64","0","","1","0","1"
"immersiveengineering:bullet_casull","immersiveengineering","bullet_casull","item.immersiveengineering.bullet_casull","blusunrize.immersiveengineering.common.items.BulletItem","64","0","","1","0","1"
"immersiveengineering:bullet_dragons_breath","immersiveengineering","bullet_dragons_breath","item.immersiveengineering.bullet_dragons_breath","blusunrize.immersiveengineering.common.items.BulletItem","64","0","","1","0","2"
"immersiveengineering:bullet_firework","immersiveengineering","bullet_firework","item.immersiveengineering.bullet_firework","blusunrize.immersiveengineering.common.items.BulletItem","64","0","","1","0","1"
"immersiveengineering:bullet_flare","immersiveengineering","bullet_flare","item.immersiveengineering.bullet_flare","blusunrize.immersiveengineering.common.items.BulletItem","64","0","","3","0","3"
"immersiveengineering:bullet_he","immersiveengineering","bullet_he","item.immersiveengineering.bullet_he","blusunrize.immersiveengineering.common.items.BulletItem","64","0","","1","0","1"
"immersiveengineering:bullet_homing","immersiveengineering","bullet_homing","item.immersiveengineering.bullet_homing","blusunrize.immersiveengineering.common.items.BulletItem","64","0","","1","0","3"
"immersiveengineering:bullet_potion","immersiveengineering","bullet_potion","item.immersiveengineering.bullet_potion","blusunrize.immersiveengineering.common.items.BulletItem","64","0","","1","0","1"
"immersiveengineering:bullet_silver","immersiveengineering","bullet_silver","item.immersiveengineering.bullet_silver","blusunrize.immersiveengineering.common.items.BulletItem","64","0","","1","0","2"
"immersiveengineering:bullet_wolfpack","immersiveengineering","bullet_wolfpack","item.immersiveengineering.bullet_wolfpack","blusunrize.immersiveengineering.common.items.BulletItem","64","0","","1","0","3"
"immersiveengineering:bulwark_spawn_egg","immersiveengineering","bulwark_spawn_egg","item.immersiveengineering.bulwark_spawn_egg","net.neoforged.neoforge.common.DeferredSpawnEggItem","64","0","","0","0","0"
"immersiveengineering:buzzsaw","immersiveengineering","buzzsaw","item.immersiveengineering.buzzsaw","blusunrize.immersiveengineering.common.items.BuzzsawItem","1","0","immersiveengineering:toolbox/tools","1","0","5"
"immersiveengineering:cagelamp","immersiveengineering","cagelamp","block.immersiveengineering.cagelamp","blusunrize.immersiveengineering.common.blocks.BlockItemIE","64","0","","1","0","3"
"immersiveengineering:capacitor_creative","immersiveengineering","capacitor_creative","block.immersiveengineering.capacitor_creative","blusunrize.immersiveengineering.common.blocks.BlockItemIE","64","0","","0","0","1"
"immersiveengineering:capacitor_hv","immersiveengineering","capacitor_hv","block.immersiveengineering.capacitor_hv","blusunrize.immersiveengineering.common.blocks.BlockItemIE","64","0","","1","2","6"
"immersiveengineering:capacitor_lv","immersiveengineering","capacitor_lv","block.immersiveengineering.capacitor_lv","blusunrize.immersiveengineering.common.blocks.BlockItemIE","64","0","","1","0","3"
"immersiveengineering:capacitor_mv","immersiveengineering","capacitor_mv","block.immersiveengineering.capacitor_mv","blusunrize.immersiveengineering.common.blocks.BlockItemIE","64","0","","1","0","2"
"immersiveengineering:charging_station","immersiveengineering","charging_station","block.immersiveengineering.charging_station","blusunrize.immersiveengineering.common.blocks.BlockItemIE","64","0","","1","0","2"
"immersiveengineering:chemthrower","immersiveengineering","chemthrower","item.immersiveengineering.chemthrower","blusunrize.immersiveengineering.common.items.ChemthrowerItem","1","0","immersiveengineering:toolbox/tools","1","1","8"
"immersiveengineering:chunk_loader","immersiveengineering","chunk_loader","block.immersiveengineering.chunk_loader","blusunrize.immersiveengineering.api.multiblocks.blocks.registry.MultiblockItem","64","0","","0","0","1"
"immersiveengineering:chute_aluminum","immersiveengineering","chute_aluminum","block.immersiveengineering.chute_aluminum","blusunrize.immersiveengineering.common.blocks.BlockItemIE","64","0","","1","16","19"
"immersiveengineering:chute_colored_black","immersiveengineering","chute_colored_black","block.immersiveengineering.chute_colored_black","blusunrize.immersiveengineering.common.blocks.BlockItemIE","64","0","","2","16","19"
"immersiveengineering:chute_colored_blue","immersiveengineering","chute_colored_blue","block.immersiveengineering.chute_colored_blue","blusunrize.immersiveengineering.common.blocks.BlockItemIE","64","0","","2","16","19"
"immersiveengineering:chute_colored_brown","immersiveengineering","chute_colored_brown","block.immersiveengineering.chute_colored_brown","blusunrize.immersiveengineering.common.blocks.BlockItemIE","64","0","","2","16","19"
"immersiveengineering:chute_colored_cyan","immersiveengineering","chute_colored_cyan","block.immersiveengineering.chute_colored_cyan","blusunrize.immersiveengineering.common.blocks.BlockItemIE","64","0","","2","16","19"
"immersiveengineering:chute_colored_gray","immersiveengineering","chute_colored_gray","block.immersiveengineering.chute_colored_gray","blusunrize.immersiveengineering.common.blocks.BlockItemIE","64","0","","2","16","19"
"immersiveengineering:chute_colored_green","immersiveengineering","chute_colored_green","block.immersiveengineering.chute_colored_green","blusunrize.immersiveengineering.common.blocks.BlockItemIE","64","0","","2","16","19"
"immersiveengineering:chute_colored_light_blue","immersiveengineering","chute_colored_light_blue","block.immersiveengineering.chute_colored_light_blue","blusunrize.immersiveengineering.common.blocks.BlockItemIE","64","0","","2","16","19"
"immersiveengineering:chute_colored_light_gray","immersiveengineering","chute_colored_light_gray","block.immersiveengineering.chute_colored_light_gray","blusunrize.immersiveengineering.common.blocks.BlockItemIE","64","0","","2","16","19"
"immersiveengineering:chute_colored_lime","immersiveengineering","chute_colored_lime","block.immersiveengineering.chute_colored_lime","blusunrize.immersiveengineering.common.blocks.BlockItemIE","64","0","","2","16","19"
"immersiveengineering:chute_colored_magenta","immersiveengineering","chute_colored_magenta","block.immersiveengineering.chute_colored_magenta","blusunrize.immersiveengineering.common.blocks.BlockItemIE","64","0","","2","16","19"
"immersiveengineering:chute_colored_orange","immersiveengineering","chute_colored_orange","block.immersiveengineering.chute_colored_orange","blusunrize.immersiveengineering.common.blocks.BlockItemIE","64","0","","2","16","19"
"immersiveengineering:chute_colored_pink","immersiveengineering","chute_colored_pink","block.immersiveengineering.chute_colored_pink","blusunrize.immersiveengineering.common.blocks.BlockItemIE","64","0","","2","16","19"
"immersiveengineering:chute_colored_purple","immersiveengineering","chute_colored_purple","block.immersiveengineering.chute_colored_purple","blusunrize.immersiveengineering.common.blocks.BlockItemIE","64","0","","2","16","19"
"immersiveengineering:chute_colored_red","immersiveengineering","chute_colored_red","block.immersiveengineering.chute_colored_red","blusunrize.immersiveengineering.common.blocks.BlockItemIE","64","0","","2","16","19"
"immersiveengineering:chute_colored_white","immersiveengineering","chute_colored_white","block.immersiveengineering.chute_colored_white","blusunrize.immersiveengineering.common.blocks.BlockItemIE","64","0","","2","16","19"
"immersiveengineering:chute_colored_yellow","immersiveengineering","chute_colored_yellow","block.immersiveengineering.chute_colored_yellow","blusunrize.immersiveengineering.common.blocks.BlockItemIE","64","0","","2","16","19"
"immersiveengineering:chute_copper","immersiveengineering","chute_copper","block.immersiveengineering.chute_copper","blusunrize.immersiveengineering.common.blocks.BlockItemIE","64","0","","1","16","19"
"immersiveengineering:chute_iron","immersiveengineering","chute_iron","block.immersiveengineering.chute_iron","blusunrize.immersiveengineering.common.blocks.BlockItemIE","64","0","","1","16","20"
"immersiveengineering:chute_steel","immersiveengineering","chute_steel","block.immersiveengineering.chute_steel","blusunrize.immersiveengineering.common.blocks.BlockItemIE","64","0","","1","16","19"
"immersiveengineering:circuit_board","immersiveengineering","circuit_board","item.immersiveengineering.circuit_board","blusunrize.immersiveengineering.common.items.IEBaseItem","64","0","immersiveengineering:circuits/pcb","1","0","4"
"immersiveengineering:circuit_table","immersiveengineering","circuit_table","block.immersiveengineering.circuit_table","blusunrize.immersiveengineering.common.blocks.BlockItemIE","64","0","","1","0","3"
"immersiveengineering:clinker_brick","immersiveengineering","clinker_brick","block.immersiveengineering.clinker_brick","blusunrize.immersiveengineering.common.blocks.BlockItemIE","64","0","","2","8","18"
"immersiveengineering:clinker_brick_quoin","immersiveengineering","clinker_brick_quoin","block.immersiveengineering.clinker_brick_quoin","blusunrize.immersiveengineering.common.blocks.BlockItemIE","64","0","","1","0","2"
"immersiveengineering:clinker_brick_sill","immersiveengineering","clinker_brick_sill","block.immersiveengineering.clinker_brick_sill","blusunrize.immersiveengineering.common.blocks.BlockItemIE","64","0","","1","0","2"
"immersiveengineering:cloche","immersiveengineering","cloche","block.immersiveengineering.cloche","blusunrize.immersiveengineering.common.blocks.BlockItemIE","64","0","","1","0","48"
"immersiveengineering:coal_coke","immersiveengineering","coal_coke","item.immersiveengineering.coal_coke","blusunrize.immersiveengineering.common.items.IEBaseItem","64","0","c:coal|c:coal_coke|malum:prospectors_treasure|minecraft:coals","2","6","6"
"immersiveengineering:coil_hv","immersiveengineering","coil_hv","block.immersiveengineering.coil_hv","blusunrize.immersiveengineering.common.blocks.BlockItemIE","64","0","","1","1","3"
"immersiveengineering:coil_lv","immersiveengineering","coil_lv","block.immersiveengineering.coil_lv","blusunrize.immersiveengineering.common.blocks.BlockItemIE","64","0","","1","4","11"
"immersiveengineering:coil_mv","immersiveengineering","coil_mv","block.immersiveengineering.coil_mv","blusunrize.immersiveengineering.common.blocks.BlockItemIE","64","0","","1","4","7"
"immersiveengineering:coke","immersiveengineering","coke","block.immersiveengineering.coke","blusunrize.immersiveengineering.common.blocks.BlockItemIE","64","0","c:storage_blocks/coal_coke","3","2","9"
"immersiveengineering:coke_oven","immersiveengineering","coke_oven","block.immersiveengineering.coke_oven","blusunrize.immersiveengineering.api.multiblocks.blocks.registry.MultiblockItem","64","0","","0","0","4"
"immersiveengineering:cokebrick","immersiveengineering","cokebrick","block.immersiveengineering.cokebrick","blusunrize.immersiveengineering.common.blocks.BlockItemIE","64","0","","2","1","6"
"immersiveengineering:commando_spawn_egg","immersiveengineering","commando_spawn_egg","item.immersiveengineering.commando_spawn_egg","net.neoforged.neoforge.common.DeferredSpawnEggItem","64","0","","0","0","0"
"immersiveengineering:component_electronic","immersiveengineering","component_electronic","item.immersiveengineering.component_electronic","blusunrize.immersiveengineering.common.items.IEBaseItem","64","0","","1","11","13"
"immersiveengineering:component_electronic_adv","immersiveengineering","component_electronic_adv","item.immersiveengineering.component_electronic_adv","blusunrize.immersiveengineering.common.items.IEBaseItem","64","0","","1","8","10"
"immersiveengineering:component_iron","immersiveengineering","component_iron","item.immersiveengineering.component_iron","blusunrize.immersiveengineering.common.items.IEBaseItem","64","0","","2","20","27"
"immersiveengineering:component_steel","immersiveengineering","component_steel","item.immersiveengineering.component_steel","blusunrize.immersiveengineering.common.items.IEBaseItem","64","0","","2","5","12"
"immersiveengineering:concrete","immersiveengineering","concrete","block.immersiveengineering.concrete","blusunrize.immersiveengineering.common.blocks.BlockItemIE","64","0","","2","18","46"
"immersiveengineering:concrete_brick","immersiveengineering","concrete_brick","block.immersiveengineering.concrete_brick","blusunrize.immersiveengineering.common.blocks.BlockItemIE","64","0","","4","7","19"
"immersiveengineering:concrete_brick_cracked","immersiveengineering","concrete_brick_cracked","block.immersiveengineering.concrete_brick_cracked","blusunrize.immersiveengineering.common.blocks.BlockItemIE","64","0","","1","0","2"
"immersiveengineering:concrete_bucket","immersiveengineering","concrete_bucket","item.immersiveengineering.concrete_bucket","blusunrize.immersiveengineering.common.register.IEFluids$FluidEntry$1","1","0","","0","1","1"
"immersiveengineering:concrete_chiseled","immersiveengineering","concrete_chiseled","block.immersiveengineering.concrete_chiseled","blusunrize.immersiveengineering.common.blocks.BlockItemIE","64","0","","2","1","5"
"immersiveengineering:concrete_leaded","immersiveengineering","concrete_leaded","block.immersiveengineering.concrete_leaded","blusunrize.immersiveengineering.common.blocks.BlockItemIE","64","0","","2","5","16"
"immersiveengineering:concrete_pillar","immersiveengineering","concrete_pillar","block.immersiveengineering.concrete_pillar","blusunrize.immersiveengineering.common.blocks.BlockItemIE","64","0","","3","1","6"
"immersiveengineering:concrete_quarter","immersiveengineering","concrete_quarter","block.immersiveengineering.concrete_quarter","blusunrize.immersiveengineering.common.blocks.BlockItemIE","64","0","","1","0","3"
"immersiveengineering:concrete_reinforced","immersiveengineering","concrete_reinforced","block.immersiveengineering.concrete_reinforced","blusunrize.immersiveengineering.common.blocks.BlockItemIE","64","0","","2","3","12"
"immersiveengineering:concrete_reinforced_tile","immersiveengineering","concrete_reinforced_tile","block.immersiveengineering.concrete_reinforced_tile","blusunrize.immersiveengineering.common.blocks.BlockItemIE","64","0","","2","2","10"
"immersiveengineering:concrete_sheet","immersiveengineering","concrete_sheet","block.immersiveengineering.concrete_sheet","blusunrize.immersiveengineering.common.blocks.BlockItemIE","64","0","","1","0","3"
"immersiveengineering:concrete_sprayed","immersiveengineering","concrete_sprayed","block.immersiveengineering.concrete_sprayed","blusunrize.immersiveengineering.common.blocks.BlockItemIE","64","0","","0","0","2"
"immersiveengineering:concrete_three_quarter","immersiveengineering","concrete_three_quarter","block.immersiveengineering.concrete_three_quarter","blusunrize.immersiveengineering.common.blocks.BlockItemIE","64","0","","1","0","3"
"immersiveengineering:concrete_tile","immersiveengineering","concrete_tile","block.immersiveengineering.concrete_tile","blusunrize.immersiveengineering.common.blocks.BlockItemIE","64","0","","6","10","27"
"immersiveengineering:connector_bundled","immersiveengineering","connector_bundled","block.immersiveengineering.connector_bundled","blusunrize.immersiveengineering.common.blocks.BlockItemIE","64","0","immersiveengineering:toolbox/wiring","1","0","5"
"immersiveengineering:connector_hv","immersiveengineering","connector_hv","block.immersiveengineering.connector_hv","blusunrize.immersiveengineering.common.blocks.BlockItemIE","64","0","immersiveengineering:toolbox/wiring","1","2","9"
"immersiveengineering:connector_hv_relay","immersiveengineering","connector_hv_relay","block.immersiveengineering.connector_hv_relay","blusunrize.immersiveengineering.common.blocks.BlockItemIE","64","0","immersiveengineering:toolbox/wiring","1","0","5"
"immersiveengineering:connector_lv","immersiveengineering","connector_lv","block.immersiveengineering.connector_lv","blusunrize.immersiveengineering.common.blocks.BlockItemIE","64","0","immersiveengineering:toolbox/wiring","1","4","10"
"immersiveengineering:connector_lv_relay","immersiveengineering","connector_lv_relay","block.immersiveengineering.connector_lv_relay","blusunrize.immersiveengineering.common.blocks.BlockItemIE","64","0","immersiveengineering:toolbox/wiring","1","0","5"
"immersiveengineering:connector_mv","immersiveengineering","connector_mv","block.immersiveengineering.connector_mv","blusunrize.immersiveengineering.common.blocks.BlockItemIE","64","0","immersiveengineering:toolbox/wiring","1","2","8"
"immersiveengineering:connector_mv_relay","immersiveengineering","connector_mv_relay","block.immersiveengineering.connector_mv_relay","blusunrize.immersiveengineering.common.blocks.BlockItemIE","64","0","immersiveengineering:toolbox/wiring","1","0","5"
"immersiveengineering:connector_probe","immersiveengineering","connector_probe","block.immersiveengineering.connector_probe","blusunrize.immersiveengineering.common.blocks.BlockItemIE","64","0","immersiveengineering:toolbox/wiring","1","0","5"
"immersiveengineering:connector_redstone","immersiveengineering","connector_redstone","block.immersiveengineering.connector_redstone","blusunrize.immersiveengineering.common.blocks.BlockItemIE","64","0","immersiveengineering:toolbox/wiring","1","6","17"
"immersiveengineering:connector_structural","immersiveengineering","connector_structural","block.immersiveengineering.connector_structural","blusunrize.immersiveengineering.common.blocks.BlockItemIE","64","0","immersiveengineering:toolbox/wiring","1","0","6"
"immersiveengineering:conveyor_basic","immersiveengineering","conveyor_basic","block.immersiveengineering.conveyor_basic","blusunrize.immersiveengineering.common.blocks.BlockItemIE","64","0","","2","7","19"
"immersiveengineering:conveyor_dropper","immersiveengineering","conveyor_dropper","block.immersiveengineering.conveyor_dropper","blusunrize.immersiveengineering.common.blocks.BlockItemIE","64","0","","2","1","7"
"immersiveengineering:conveyor_extract","immersiveengineering","conveyor_extract","block.immersiveengineering.conveyor_extract","blusunrize.immersiveengineering.common.blocks.BlockItemIE","64","0","","2","1","7"
"immersiveengineering:conveyor_redstone","immersiveengineering","conveyor_redstone","block.immersiveengineering.conveyor_redstone","blusunrize.immersiveengineering.common.blocks.BlockItemIE","64","0","","1","0","4"
"immersiveengineering:conveyor_splitter","immersiveengineering","conveyor_splitter","block.immersiveengineering.conveyor_splitter","blusunrize.immersiveengineering.common.blocks.BlockItemIE","64","0","","2","1","6"
"immersiveengineering:conveyor_vertical","immersiveengineering","conveyor_vertical","block.immersiveengineering.conveyor_vertical","blusunrize.immersiveengineering.common.blocks.BlockItemIE","64","0","","2","1","6"
"immersiveengineering:coresample","immersiveengineering","coresample","item.immersiveengineering.coresample","blusunrize.immersiveengineering.common.items.CoresampleItem","64","0","","0","0","0"
"immersiveengineering:craftingtable","immersiveengineering","craftingtable","block.immersiveengineering.craftingtable","blusunrize.immersiveengineering.common.blocks.BlockItemIE","64","0","","1","2","4"
"immersiveengineering:crate","immersiveengineering","crate","block.immersiveengineering.crate","blusunrize.immersiveengineering.common.blocks.CrateItem","1","0","","1","3","6"
"immersiveengineering:creosote_bucket","immersiveengineering","creosote_bucket","item.immersiveengineering.creosote_bucket","blusunrize.immersiveengineering.common.register.IEFluids$FluidEntry$1","1","0","","0","2","3"
"immersiveengineering:crusher","immersiveengineering","crusher","block.immersiveengineering.crusher","blusunrize.immersiveengineering.api.multiblocks.blocks.registry.MultiblockItem","64","0","","0","0","116"
"immersiveengineering:current_transformer","immersiveengineering","current_transformer","block.immersiveengineering.current_transformer","blusunrize.immersiveengineering.common.blocks.BlockItemIE","64","0","immersiveengineering:toolbox/wiring","1","0","6"
"immersiveengineering:cushion","immersiveengineering","cushion","block.immersiveengineering.cushion","blusunrize.immersiveengineering.common.blocks.BlockItemIE","64","0","","1","0","2"
"immersiveengineering:deepslate_ore_aluminum","immersiveengineering","deepslate_ore_aluminum","block.immersiveengineering.deepslate_ore_aluminum","blusunrize.immersiveengineering.common.blocks.BlockItemIE","64","0","c:ore_rates/singular|c:ores|c:ores/aluminum|c:ores_in_ground/deepslate|enchanted:witch_oven_blacklist|malum:prospectors_treasure","0","4","8"
