id,namespace,serializer,serializer_namespace,recipe_type,result,result_count,ingredient_slots,ingredient_probe_status,result_probe_status,class
"immersiveengineering:crafting/blastbrick_reinforced_to_slab","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:slab_blastbrick_reinforced","6","3","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/blastbrick_to_slab","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:slab_blastbrick","6","3","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/blastfurnace_preheater","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:blastfurnace_preheater","1","6","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/blueprint_bannerpatterns","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:blueprint","1","9","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/blueprint_bullets","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:blueprint","1","9","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/blueprint_components","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:blueprint","1","9","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/blueprint_molds","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:blueprint","1","9","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/blueprint_shelf","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:blueprint_shelf","1","9","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/blueprint_warning_sign","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:blueprint","1","9","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/breaker_switch","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:breaker_switch","1","6","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/bullet_firework","immersiveengineering","immersiveengineering:turn_and_copy","immersiveengineering","minecraft:crafting","immersiveengineering:bullet_firework","1","2","OK","OK","blusunrize.immersiveengineering.common.crafting.fluidaware.TurnAndCopyRecipe"
"immersiveengineering:crafting/buzzsaw","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:buzzsaw","1","9","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/cagelamp","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:cagelamp","1","9","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/capacitor_hv","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:capacitor_hv","1","6","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/capacitor_lv","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:capacitor_lv","1","6","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/capacitor_mv","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:capacitor_mv","1","6","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/charging_station","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:charging_station","1","9","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/chemthrower","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:chemthrower","1","9","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/chute_aluminum","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:chute_aluminum","12","9","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/chute_colored_black","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:chute_colored_black","12","9","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/chute_colored_black_dyeing","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:chute_colored_black","8","9","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/chute_colored_blue","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:chute_colored_blue","12","9","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/chute_colored_blue_dyeing","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:chute_colored_blue","8","9","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/chute_colored_brown","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:chute_colored_brown","12","9","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/chute_colored_brown_dyeing","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:chute_colored_brown","8","9","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/chute_colored_cyan","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:chute_colored_cyan","12","9","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/chute_colored_cyan_dyeing","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:chute_colored_cyan","8","9","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/chute_colored_gray","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:chute_colored_gray","12","9","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/chute_colored_gray_dyeing","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:chute_colored_gray","8","9","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/chute_colored_green","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:chute_colored_green","12","9","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/chute_colored_green_dyeing","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:chute_colored_green","8","9","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/chute_colored_light_blue","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:chute_colored_light_blue","12","9","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/chute_colored_light_blue_dyeing","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:chute_colored_light_blue","8","9","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/chute_colored_light_gray","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:chute_colored_light_gray","12","9","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/chute_colored_light_gray_dyeing","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:chute_colored_light_gray","8","9","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/chute_colored_lime","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:chute_colored_lime","12","9","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/chute_colored_lime_dyeing","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:chute_colored_lime","8","9","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/chute_colored_magenta","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:chute_colored_magenta","12","9","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/chute_colored_magenta_dyeing","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:chute_colored_magenta","8","9","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/chute_colored_orange","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:chute_colored_orange","12","9","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/chute_colored_orange_dyeing","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:chute_colored_orange","8","9","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/chute_colored_pink","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:chute_colored_pink","12","9","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/chute_colored_pink_dyeing","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:chute_colored_pink","8","9","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/chute_colored_purple","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:chute_colored_purple","12","9","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/chute_colored_purple_dyeing","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:chute_colored_purple","8","9","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/chute_colored_red","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:chute_colored_red","12","9","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/chute_colored_red_dyeing","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:chute_colored_red","8","9","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/chute_colored_white","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:chute_colored_white","12","9","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/chute_colored_white_dyeing","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:chute_colored_white","8","9","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/chute_colored_yellow","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:chute_colored_yellow","12","9","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/chute_colored_yellow_dyeing","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:chute_colored_yellow","8","9","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/chute_copper","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:chute_copper","12","9","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/chute_iron","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:chute_iron","12","9","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/chute_steel","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:chute_steel","12","9","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/circuit_table","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:circuit_table","1","6","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/clinker_brick_from_slab","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:clinker_brick","1","2","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/clinker_brick_quoin","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:clinker_brick_quoin","4","4","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/clinker_brick_sill","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:clinker_brick_sill","4","4","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/clinker_brick_to_slab","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:slab_clinker_brick","6","3","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/cloche","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:cloche","1","9","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/coal_coke_to_coke","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:coke","1","9","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/coil_hv","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:coil_hv","1","9","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/coil_lv","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:coil_lv","1","9","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/coil_mv","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:coil_mv","1","9","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/coke_from_slab","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:coke","1","2","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/coke_to_coal_coke","immersiveengineering","minecraft:crafting_shapeless","minecraft","minecraft:crafting","immersiveengineering:coal_coke","9","1","OK","OK","net.minecraft.world.item.crafting.ShapelessRecipe"
"immersiveengineering:crafting/coke_to_slab","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:slab_coke","6","3","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/cokebrick","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:cokebrick","3","9","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/cokebrick_from_slab","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:cokebrick","1","2","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/cokebrick_to_slab","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:slab_cokebrick","6","3","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/component_iron","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:component_iron","1","9","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/component_steel","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:component_steel","1","9","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/concrete","immersiveengineering","immersiveengineering:turn_and_copy","immersiveengineering","minecraft:crafting","immersiveengineering:concrete","8","9","OK","OK","blusunrize.immersiveengineering.common.crafting.fluidaware.TurnAndCopyRecipe"
"immersiveengineering:crafting/concrete_brick","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:concrete_brick","4","4","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/concrete_brick_from_slab","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:concrete_brick","1","2","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/concrete_brick_to_slab","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:slab_concrete_brick","6","3","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/concrete_from_slab","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:concrete","1","2","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/concrete_leaded","immersiveengineering","minecraft:crafting_shapeless","minecraft","minecraft:crafting","immersiveengineering:concrete_leaded","1","2","OK","OK","net.minecraft.world.item.crafting.ShapelessRecipe"
"immersiveengineering:crafting/concrete_leaded_from_slab","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:concrete_leaded","1","2","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/concrete_leaded_to_slab","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:slab_concrete_leaded","6","3","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/concrete_pillar","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:concrete_pillar","2","2","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/concrete_reinforced","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:concrete_reinforced","4","9","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/concrete_reinforced_from_slab","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:concrete_reinforced","1","2","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/concrete_reinforced_tile","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:concrete_reinforced_tile","4","4","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/concrete_reinforced_tile_from_slab","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:concrete_reinforced_tile","1","2","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/concrete_reinforced_tile_to_slab","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:slab_concrete_reinforced_tile","6","3","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/concrete_reinforced_to_slab","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:slab_concrete_reinforced","6","3","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/concrete_tile","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:concrete_tile","4","4","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/concrete_tile_from_slab","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:concrete_tile","1","2","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/concrete_tile_to_slab","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:slab_concrete_tile","6","3","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/concrete_to_slab","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:slab_concrete","6","3","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/connector_bundled","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:connector_bundled","1","9","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/connector_hv","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:connector_hv","4","9","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/connector_hv_relay","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:connector_hv_relay","8","9","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/connector_lv","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:connector_lv","4","9","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/connector_lv_relay","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:connector_lv_relay","8","6","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/connector_mv","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:connector_mv","4","9","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/connector_mv_relay","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:connector_mv_relay","8","6","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/connector_probe","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:connector_probe","1","6","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/connector_redstone","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:connector_redstone","4","6","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/connector_structural","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:connector_structural","8","6","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/constantan_mix","immersiveengineering","minecraft:crafting_shapeless","minecraft","minecraft:crafting","immersiveengineering:dust_constantan","2","2","OK","OK","net.minecraft.world.item.crafting.ShapelessRecipe"
"immersiveengineering:crafting/conveyor_basic","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:conveyor_basic","8","6","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/conveyor_basic_covered","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:conveyor_basic","1","2","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/conveyor_dropper","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:conveyor_dropper","1","2","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/conveyor_dropper_covered","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:conveyor_dropper","1","2","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/conveyor_extract","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:conveyor_extract","1","4","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/conveyor_extract_covered","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:conveyor_extract","1","2","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/conveyor_redstone","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:conveyor_redstone","1","2","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/conveyor_splitter","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:conveyor_splitter","3","6","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/conveyor_splitter_covered","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:conveyor_splitter","1","2","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/conveyor_vertical","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:conveyor_vertical","3","6","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/conveyor_vertical_covered","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:conveyor_vertical","1","2","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/craftingtable","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:craftingtable","1","9","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/crate","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:crate","1","9","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/current_transformer","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:current_transformer","1","9","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/curtain_colour","immersiveengineering","immersiveengineering:rgb","immersiveengineering","minecraft:crafting","","","0","EMPTY","EMPTY","blusunrize.immersiveengineering.common.crafting.RGBColourationRecipe"
"immersiveengineering:crafting/cushion","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:cushion","3","9","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/drill","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:drill","1","9","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/drillhead_iron","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:drillhead_iron","1","9","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/drillhead_steel","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:drillhead_steel","1","9","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/dynamo","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:dynamo","1","6","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/earmuffs","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:earmuffs","1","9","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/earmuffs_colour","immersiveengineering","immersiveengineering:rgb","immersiveengineering","minecraft:crafting","","","0","EMPTY","EMPTY","blusunrize.immersiveengineering.common.crafting.RGBColourationRecipe"
"immersiveengineering:crafting/electric_lantern","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:electric_lantern","1","9","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/electromagnet","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:electromagnet","1","9","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"immersiveengineering:crafting/electrum_mix","immersiveengineering","minecraft:crafting_shapeless","minecraft","minecraft:crafting","immersiveengineering:dust_electrum","2","2","OK","OK","net.minecraft.world.item.crafting.ShapelessRecipe"
"immersiveengineering:crafting/empty_casing","immersiveengineering","minecraft:crafting_shaped","minecraft","minecraft:crafting","immersiveengineering:empty_casing","5","9","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
