id,namespace,path,description_id,class,category,width,height,tags,resource_references
"minecraft:bee","minecraft","bee","entity.minecraft.bee","net.minecraft.world.entity.EntityType","creature","0.7","0.6","c:bees|minecraft:arthropod|minecraft:beehive_inhabitors|minecraft:fall_damage_immune|minecraft:sensitive_to_bane_of_arthropods|occultism:flying_passive|occultism:random_animals_small","5"
"minecraft:blaze","minecraft","blaze","entity.minecraft.blaze","net.minecraft.world.entity.EntityType","monster","0.6","1.8","enchanted:monsters|minecraft:fall_damage_immune|minecraft:freeze_hurts_extra_types|mythsandlegends:nether_mobs|occultism:afrit_allies|vampiricageing:common_devour","8"
"minecraft:block_display","minecraft","block_display","entity.minecraft.block_display","net.minecraft.world.entity.EntityType","misc","0.0","0.0","","0"
"minecraft:boat","minecraft","boat","entity.minecraft.boat","net.minecraft.world.entity.EntityType","misc","1.375","0.5625","c:boats","2"
"minecraft:bogged","minecraft","bogged","entity.minecraft.bogged","net.minecraft.world.entity.EntityType","monster","0.6","1.99","bloodlines:possession_whitelist|kaleidoscope_tavern:tomb_raider_disarmable|minecraft:can_breathe_under_water|minecraft:ignores_poison_and_regen|minecraft:inverted_healing_and_harm|minecraft:no_anger_from_wind_charge|minecraft:sensitive_to_smite|minecraft:skeletons|minecraft:undead|minecraft:wither_friends","5"
"minecraft:breeze","minecraft","breeze","entity.minecraft.breeze","net.minecraft.world.entity.EntityType","monster","0.6","1.77","minecraft:can_turn_in_boats|minecraft:deflects_projectiles|minecraft:fall_damage_immune|minecraft:no_anger_from_wind_charge","3"
"minecraft:breeze_wind_charge","minecraft","breeze_wind_charge","entity.minecraft.breeze_wind_charge","net.minecraft.world.entity.EntityType","misc","0.3125","0.3125","minecraft:impact_projectiles|minecraft:redirectable_projectile","3"
"minecraft:camel","minecraft","camel","entity.minecraft.camel","net.minecraft.world.entity.EntityType","creature","1.7","2.375","c:camels|minecraft:dismounts_underwater|occultism:random_animals_rideable","3"
"minecraft:cat","minecraft","cat","entity.minecraft.cat","net.minecraft.world.entity.EntityType","creature","0.6","0.7","c:cats|minecraft:fall_damage_immune|occultism:random_animals_small","5"
"minecraft:cave_spider","minecraft","cave_spider","entity.minecraft.cave_spider","net.minecraft.world.entity.EntityType","monster","0.7","0.5","c:spiders|enchanted:monsters|minecraft:arthropod|minecraft:no_anger_from_wind_charge|minecraft:sensitive_to_bane_of_arthropods|vampiricageing:common_devour","5"
"minecraft:chest_boat","minecraft","chest_boat","entity.minecraft.chest_boat","net.minecraft.world.entity.EntityType","misc","1.375","0.5625","c:boats","1"
"minecraft:chest_minecart","minecraft","chest_minecart","entity.minecraft.chest_minecart","net.minecraft.world.entity.EntityType","misc","0.98","0.7","c:minecarts","4"
"minecraft:chicken","minecraft","chicken","entity.minecraft.chicken","net.minecraft.world.entity.EntityType","creature","0.4","0.7","c:chickens|minecraft:dismounts_underwater|minecraft:fall_damage_immune|occultism:random_animals_common","45"
"minecraft:cod","minecraft","cod","entity.minecraft.cod","net.minecraft.world.entity.EntityType","water_ambient","0.5","0.3","c:fish|minecraft:aquatic|minecraft:axolotl_hunt_targets|minecraft:can_breathe_under_water|minecraft:not_scary_for_pufferfish|minecraft:sensitive_to_impaling|occultism:random_animals_water","42"
"minecraft:command_block_minecart","minecraft","command_block_minecart","entity.minecraft.command_block_minecart","net.minecraft.world.entity.EntityType","misc","0.98","0.7","c:minecarts","1"
"minecraft:cow","minecraft","cow","entity.minecraft.cow","net.minecraft.world.entity.EntityType","creature","0.9","1.4","c:cows|occultism:random_animals_common|vampiricageing:infected_blacklist|vampiricageing:petty_devour","26"
"minecraft:creeper","minecraft","creeper","entity.minecraft.creeper","net.minecraft.world.entity.EntityType","monster","0.6","1.7","bloodlines:possession_whitelist|enchanted:monsters|vampiricageing:common_devour","58"
"minecraft:dolphin","minecraft","dolphin","entity.minecraft.dolphin","net.minecraft.world.entity.EntityType","water_creature","0.9","0.6","c:dolphins|minecraft:aquatic|minecraft:not_scary_for_pufferfish|minecraft:sensitive_to_impaling|occultism:random_animals_water","7"
"minecraft:donkey","minecraft","donkey","entity.minecraft.donkey","net.minecraft.world.entity.EntityType","creature","1.3964844","1.5","c:donkeys|farmersdelight:horse_feed_tempted|farmersdelight:horse_feed_users|minecraft:dismounts_underwater|occultism:random_animals_rideable|vampiricageing:infected_blacklist|vampiricageing:petty_devour","13"
"minecraft:dragon_fireball","minecraft","dragon_fireball","entity.minecraft.dragon_fireball","net.minecraft.world.entity.EntityType","misc","1.0","1.0","minecraft:impact_projectiles","1"
"minecraft:drowned","minecraft","drowned","entity.minecraft.drowned","net.minecraft.world.entity.EntityType","monster","0.6","1.95","bloodlines:possession_whitelist|enchanted:monsters|kaleidoscope_tavern:tomb_raider_disarmable|minecraft:axolotl_always_hostiles|minecraft:can_breathe_under_water|minecraft:ignores_poison_and_regen|minecraft:inverted_healing_and_harm|minecraft:sensitive_to_smite|minecraft:undead|minecraft:wither_friends|minecraft:zombies|vampirism:zombies","18"
"minecraft:egg","minecraft","egg","entity.minecraft.egg","net.minecraft.world.entity.EntityType","misc","0.25","0.25","minecraft:impact_projectiles","26"
"minecraft:elder_guardian","minecraft","elder_guardian","entity.minecraft.elder_guardian","net.minecraft.world.entity.EntityType","monster","1.9975","1.9975","enchanted:grotesque_immune|enchanted:monsters|fieldguide:bosses|fieldguide:kill_to_unlock|minecraft:aquatic|minecraft:axolotl_always_hostiles|minecraft:can_breathe_under_water|minecraft:not_scary_for_pufferfish|minecraft:sensitive_to_impaling|vampiricageing:exquisite_devour","6"
"minecraft:end_crystal","minecraft","end_crystal","entity.minecraft.end_crystal","net.minecraft.world.entity.EntityType","misc","2.0","2.0","","5"
"minecraft:ender_dragon","minecraft","ender_dragon","entity.minecraft.ender_dragon","net.minecraft.world.entity.EntityType","monster","16.0","8.0","c:bosses|enchanted:grotesque_immune|enchanted:taglock_blacklist|fieldguide:bosses|fieldguide:kill_to_unlock|occultism:fragile_soul_gem_deny_list|occultism:soul_gem_deny_list|vampirism:ignore_vampire_sword_finisher","9"
"minecraft:ender_pearl","minecraft","ender_pearl","entity.minecraft.ender_pearl","net.minecraft.world.entity.EntityType","misc","0.25","0.25","","24"
"minecraft:enderman","minecraft","enderman","entity.minecraft.enderman","net.minecraft.world.entity.EntityType","monster","0.6","2.9","bloodlines:possession_whitelist|c:endermen|vampiricageing:common_devour","64"
"minecraft:endermite","minecraft","endermite","entity.minecraft.endermite","net.minecraft.world.entity.EntityType","monster","0.4","0.3","enchanted:monsters|minecraft:arthropod|minecraft:powder_snow_walkable_mobs|minecraft:sensitive_to_bane_of_arthropods","3"
"minecraft:evoker","minecraft","evoker","entity.minecraft.evoker","net.minecraft.world.entity.EntityType","monster","0.6","1.95","enchanted:grotesque_immune|minecraft:illager|minecraft:illager_friends|minecraft:raiders|vampiresdelight:drops_human_eye","3"
"minecraft:evoker_fangs","minecraft","evoker_fangs","entity.minecraft.evoker_fangs","net.minecraft.world.entity.EntityType","misc","0.5","0.8","","0"
"minecraft:experience_bottle","minecraft","experience_bottle","entity.minecraft.experience_bottle","net.minecraft.world.entity.EntityType","misc","0.25","0.25","","19"
"minecraft:experience_orb","minecraft","experience_orb","entity.minecraft.experience_orb","net.minecraft.world.entity.EntityType","misc","0.5","0.5","","0"
"minecraft:eye_of_ender","minecraft","eye_of_ender","entity.minecraft.eye_of_ender","net.minecraft.world.entity.EntityType","misc","0.25","0.25","","0"
"minecraft:falling_block","minecraft","falling_block","entity.minecraft.falling_block","net.minecraft.world.entity.EntityType","misc","0.98","0.98","","3"
"minecraft:fireball","minecraft","fireball","entity.minecraft.fireball","net.minecraft.world.entity.EntityType","misc","1.0","1.0","minecraft:impact_projectiles|minecraft:redirectable_projectile","5"
"minecraft:firework_rocket","minecraft","firework_rocket","entity.minecraft.firework_rocket","net.minecraft.world.entity.EntityType","misc","0.25","0.25","minecraft:impact_projectiles","4"
"minecraft:fishing_bobber","minecraft","fishing_bobber","entity.minecraft.fishing_bobber","net.minecraft.world.entity.EntityType","misc","0.25","0.25","","0"
"minecraft:fox","minecraft","fox","entity.minecraft.fox","net.minecraft.world.entity.EntityType","creature","0.6","0.7","minecraft:powder_snow_walkable_mobs|occultism:random_animals_small|vampiricageing:infected_blacklist|vampiricageing:petty_devour","9"
"minecraft:frog","minecraft","frog","entity.minecraft.frog","net.minecraft.world.entity.EntityType","creature","0.5","0.5","minecraft:can_breathe_under_water|occultism:random_animals_water|vampiricageing:infected_blacklist|vampiricageing:petty_devour","9"
"minecraft:furnace_minecart","minecraft","furnace_minecart","entity.minecraft.furnace_minecart","net.minecraft.world.entity.EntityType","misc","0.98","0.7","c:minecarts","4"
"minecraft:ghast","minecraft","ghast","entity.minecraft.ghast","net.minecraft.world.entity.EntityType","monster","4.0","4.0","enchanted:monsters|minecraft:fall_damage_immune|mythsandlegends:nether_mobs|vampiricageing:common_devour","11"
"minecraft:giant","minecraft","giant","entity.minecraft.giant","net.minecraft.world.entity.EntityType","monster","3.6","12.0","enchanted:monsters|fieldguide:blacklisted","2"
"minecraft:glow_item_frame","minecraft","glow_item_frame","entity.minecraft.glow_item_frame","net.minecraft.world.entity.EntityType","misc","0.5","0.5","","2"
"minecraft:glow_squid","minecraft","glow_squid","entity.minecraft.glow_squid","net.minecraft.world.entity.EntityType","underground_water_creature","0.8","0.8","c:squids|minecraft:aquatic|minecraft:axolotl_hunt_targets|minecraft:can_breathe_under_water|minecraft:not_scary_for_pufferfish|minecraft:sensitive_to_impaling|occultism:random_animals_water|vampiricageing:infected_blacklist|vampiricageing:petty_devour","57"
"minecraft:goat","minecraft","goat","entity.minecraft.goat","net.minecraft.world.entity.EntityType","creature","0.9","1.3","c:goats|occultism:random_animals_special|vampiricageing:infected_blacklist|vampiricageing:petty_devour","9"
"minecraft:guardian","minecraft","guardian","entity.minecraft.guardian","net.minecraft.world.entity.EntityType","monster","0.85","0.85","enchanted:monsters|minecraft:aquatic|minecraft:axolotl_always_hostiles|minecraft:can_breathe_under_water|minecraft:not_scary_for_pufferfish|minecraft:sensitive_to_impaling|vampiricageing:common_devour","5"
"minecraft:hoglin","minecraft","hoglin","entity.minecraft.hoglin","net.minecraft.world.entity.EntityType","monster","1.3964844","1.4","c:hoglins|enchanted:monsters|mythsandlegends:nether_mobs","8"
"minecraft:hopper_minecart","minecraft","hopper_minecart","entity.minecraft.hopper_minecart","net.minecraft.world.entity.EntityType","misc","0.98","0.7","c:minecarts","4"
"minecraft:horse","minecraft","horse","entity.minecraft.horse","net.minecraft.world.entity.EntityType","creature","1.3964844","1.6","c:horses|farmersdelight:horse_feed_tempted|farmersdelight:horse_feed_users|minecraft:dismounts_underwater|occultism:random_animals_rideable|vampiricageing:infected_blacklist|vampiricageing:petty_devour","12"
"minecraft:husk","minecraft","husk","entity.minecraft.husk","net.minecraft.world.entity.EntityType","monster","0.6","1.95","bloodlines:possession_whitelist|enchanted:monsters|kaleidoscope_tavern:tomb_raider_disarmable|minecraft:can_breathe_under_water|minecraft:ignores_poison_and_regen|minecraft:inverted_healing_and_harm|minecraft:no_anger_from_wind_charge|minecraft:sensitive_to_smite|minecraft:undead|minecraft:wither_friends|minecraft:zombies|vampirism:zombies","7"
"minecraft:illusioner","minecraft","illusioner","entity.minecraft.illusioner","net.minecraft.world.entity.EntityType","monster","0.6","1.95","enchanted:monsters|fieldguide:blacklisted|minecraft:illager|minecraft:illager_friends|minecraft:raiders|vampiresdelight:drops_human_eye","2"
"minecraft:interaction","minecraft","interaction","entity.minecraft.interaction","net.minecraft.world.entity.EntityType","misc","0.0","0.0","","0"
"minecraft:iron_golem","minecraft","iron_golem","entity.minecraft.iron_golem","net.minecraft.world.entity.EntityType","misc","1.4","2.7","c:golems/iron|enchanted:grotesque_immune|immersiveengineering:shaderbag/blacklist|minecraft:fall_damage_immune|occultism:random_animals_special","5"
"minecraft:item","minecraft","item","entity.minecraft.item","net.minecraft.world.entity.EntityType","misc","0.25","0.25","","3240"
"minecraft:item_display","minecraft","item_display","entity.minecraft.item_display","net.minecraft.world.entity.EntityType","misc","0.0","0.0","","0"
"minecraft:item_frame","minecraft","item_frame","entity.minecraft.item_frame","net.minecraft.world.entity.EntityType","misc","0.5","0.5","","32"
"minecraft:leash_knot","minecraft","leash_knot","entity.minecraft.leash_knot","net.minecraft.world.entity.EntityType","misc","0.375","0.5","","0"
"minecraft:lightning_bolt","minecraft","lightning_bolt","entity.minecraft.lightning_bolt","net.minecraft.world.entity.EntityType","misc","0.0","0.0","","2"
"minecraft:llama","minecraft","llama","entity.minecraft.llama","net.minecraft.world.entity.EntityType","creature","0.9","1.87","c:llamas|farmersdelight:horse_feed_users|minecraft:dismounts_underwater|occultism:random_animals_rideable","8"
"minecraft:llama_spit","minecraft","llama_spit","entity.minecraft.llama_spit","net.minecraft.world.entity.EntityType","misc","0.25","0.25","","0"
"minecraft:magma_cube","minecraft","magma_cube","entity.minecraft.magma_cube","net.minecraft.world.entity.EntityType","monster","0.52","0.52","enchanted:monsters|minecraft:fall_damage_immune|minecraft:freeze_hurts_extra_types|minecraft:frog_food|minecraft:non_controlling_rider|mythsandlegends:nether_mobs|occultism:cubemob","9"
"minecraft:marker","minecraft","marker","entity.minecraft.marker","net.minecraft.world.entity.EntityType","misc","0.0","0.0","","0"
"minecraft:minecart","minecraft","minecart","entity.minecraft.minecart","net.minecraft.world.entity.EntityType","misc","0.98","0.7","c:minecarts","25"
"minecraft:mooshroom","minecraft","mooshroom","entity.minecraft.mooshroom","net.minecraft.world.entity.EntityType","creature","0.9","1.4","c:cows|occultism:random_animals_special","4"
"minecraft:mule","minecraft","mule","entity.minecraft.mule","net.minecraft.world.entity.EntityType","creature","1.3964844","1.6","c:mules|farmersdelight:horse_feed_tempted|farmersdelight:horse_feed_users|minecraft:dismounts_underwater|occultism:random_animals_rideable","5"
"minecraft:ocelot","minecraft","ocelot","entity.minecraft.ocelot","net.minecraft.world.entity.EntityType","creature","0.6","0.7","c:cats|c:ocelots|minecraft:fall_damage_immune|occultism:random_animals_small","6"
"minecraft:ominous_item_spawner","minecraft","ominous_item_spawner","entity.minecraft.ominous_item_spawner","net.minecraft.world.entity.EntityType","misc","0.25","0.25","","0"
"minecraft:painting","minecraft","painting","entity.minecraft.painting","net.minecraft.world.entity.EntityType","misc","0.5","0.5","","4"
"minecraft:panda","minecraft","panda","entity.minecraft.panda","net.minecraft.world.entity.EntityType","creature","1.3","1.25","c:pandas|occultism:random_animals_special","5"
"minecraft:parrot","minecraft","parrot","entity.minecraft.parrot","net.minecraft.world.entity.EntityType","creature","0.5","0.9","c:parrots|minecraft:fall_damage_immune|occultism:flying_passive|occultism:random_animals_small","8"
"minecraft:phantom","minecraft","phantom","entity.minecraft.phantom","net.minecraft.world.entity.EntityType","monster","0.9","0.5","bloodlines:possession_whitelist|enchanted:monsters|minecraft:can_breathe_under_water|minecraft:fall_damage_immune|minecraft:ignores_poison_and_regen|minecraft:inverted_healing_and_harm|minecraft:sensitive_to_smite|minecraft:undead|minecraft:wither_friends|vampiresdelight:unholy_spirits","7"
"minecraft:pig","minecraft","pig","entity.minecraft.pig","net.minecraft.world.entity.EntityType","creature","0.9","0.9","c:pigs|minecraft:dismounts_underwater|occultism:random_animals_common|occultism:random_animals_rideable|vampiricageing:infected_blacklist|vampiricageing:petty_devour","28"
"minecraft:piglin","minecraft","piglin","entity.minecraft.piglin","net.minecraft.world.entity.EntityType","monster","0.6","1.95","enchanted:monsters|kaleidoscope_tavern:tomb_raider_disarmable|mythsandlegends:nether_mobs","9"
"minecraft:piglin_brute","minecraft","piglin_brute","entity.minecraft.piglin_brute","net.minecraft.world.entity.EntityType","monster","0.6","1.95","enchanted:grotesque_immune|enchanted:monsters|kaleidoscope_tavern:tomb_raider_disarmable|mythsandlegends:nether_mobs","6"
"minecraft:pillager","minecraft","pillager","entity.minecraft.pillager","net.minecraft.world.entity.EntityType","monster","0.6","1.95","enchanted:grotesque_immune|enchanted:monsters|kaleidoscope_tavern:tomb_raider_disarmable|minecraft:illager|minecraft:illager_friends|minecraft:raiders|vampiresdelight:drops_human_eye","8"
"minecraft:player","minecraft","player","entity.minecraft.player","net.minecraft.world.entity.EntityType","misc","0.6","1.8","occultism:humans","9"
"minecraft:polar_bear","minecraft","polar_bear","entity.minecraft.polar_bear","net.minecraft.world.entity.EntityType","creature","1.4","1.4","minecraft:freeze_immune_entity_types|occultism:random_animals_special","5"
"minecraft:potion","minecraft","potion","entity.minecraft.potion","net.minecraft.world.entity.EntityType","misc","0.25","0.25","","74"
"minecraft:pufferfish","minecraft","pufferfish","entity.minecraft.pufferfish","net.minecraft.world.entity.EntityType","water_ambient","0.7","0.7","c:fish|minecraft:aquatic|minecraft:axolotl_hunt_targets|minecraft:can_breathe_under_water|minecraft:not_scary_for_pufferfish|minecraft:sensitive_to_impaling|occultism:random_animals_water","17"
"minecraft:rabbit","minecraft","rabbit","entity.minecraft.rabbit","net.minecraft.world.entity.EntityType","creature","0.4","0.5","minecraft:powder_snow_walkable_mobs|occultism:random_animals_small","32"
"minecraft:ravager","minecraft","ravager","entity.minecraft.ravager","net.minecraft.world.entity.EntityType","monster","1.95","2.2","c:ravagers|enchanted:grotesque_immune|enchanted:monsters|minecraft:dismounts_underwater|minecraft:raiders|vampiresdelight:drops_human_eye","5"
"minecraft:salmon","minecraft","salmon","entity.minecraft.salmon","net.minecraft.world.entity.EntityType","water_ambient","0.7","0.4","c:fish|minecraft:aquatic|minecraft:axolotl_hunt_targets|minecraft:can_breathe_under_water|minecraft:not_scary_for_pufferfish|minecraft:sensitive_to_impaling|occultism:random_animals_water","39"
"minecraft:sheep","minecraft","sheep","entity.minecraft.sheep","net.minecraft.world.entity.EntityType","creature","0.9","1.3","c:sheep|occultism:random_animals_common|vampiricageing:infected_blacklist|vampiricageing:petty_devour","28"
"minecraft:shulker","minecraft","shulker","entity.minecraft.shulker","net.minecraft.world.entity.EntityType","monster","1.0","1.0","c:shulkers|enchanted:monsters|minecraft:fall_damage_immune","4"
"minecraft:shulker_bullet","minecraft","shulker_bullet","entity.minecraft.shulker_bullet","net.minecraft.world.entity.EntityType","misc","0.3125","0.3125","","0"
"minecraft:silverfish","minecraft","silverfish","entity.minecraft.silverfish","net.minecraft.world.entity.EntityType","monster","0.4","0.3","bloodlines:possession_whitelist|enchanted:monsters|minecraft:arthropod|minecraft:immune_to_infested|minecraft:powder_snow_walkable_mobs|minecraft:sensitive_to_bane_of_arthropods","5"
"minecraft:skeleton","minecraft","skeleton","entity.minecraft.skeleton","net.minecraft.world.entity.EntityType","monster","0.6","1.99","bloodlines:possession_whitelist|enchanted:monsters|kaleidoscope_tavern:tomb_raider_disarmable|minecraft:can_breathe_under_water|minecraft:ignores_poison_and_regen|minecraft:inverted_healing_and_harm|minecraft:no_anger_from_wind_charge|minecraft:sensitive_to_smite|minecraft:skeletons|minecraft:undead|minecraft:wither_friends","59"
"minecraft:skeleton_horse","minecraft","skeleton_horse","entity.minecraft.skeleton_horse","net.minecraft.world.entity.EntityType","creature","1.3964844","1.6","farmersdelight:horse_feed_users|kaleidoscope_tavern:tomb_raider_disarmable|minecraft:can_breathe_under_water|minecraft:ignores_poison_and_regen|minecraft:inverted_healing_and_harm|minecraft:sensitive_to_smite|minecraft:skeletons|minecraft:undead|minecraft:wither_friends|occultism:random_animals_rideable","2"
"minecraft:slime","minecraft","slime","entity.minecraft.slime","net.minecraft.world.entity.EntityType","monster","0.52","0.52","enchanted:monsters|minecraft:frog_food|minecraft:immune_to_oozing|minecraft:no_anger_from_wind_charge|minecraft:non_controlling_rider|occultism:cubemob","58"
"minecraft:small_fireball","minecraft","small_fireball","entity.minecraft.small_fireball","net.minecraft.world.entity.EntityType","misc","0.3125","0.3125","minecraft:impact_projectiles","1"
"minecraft:sniffer","minecraft","sniffer","entity.minecraft.sniffer","net.minecraft.world.entity.EntityType","creature","1.9","1.75","occultism:random_animals_special","3"
"minecraft:snow_golem","minecraft","snow_golem","entity.minecraft.snow_golem","net.minecraft.world.entity.EntityType","misc","0.7","1.9","c:golems/snow|minecraft:fall_damage_immune|minecraft:freeze_immune_entity_types|occultism:random_animals_water","2"
"minecraft:snowball","minecraft","snowball","entity.minecraft.snowball","net.minecraft.world.entity.EntityType","misc","0.25","0.25","minecraft:impact_projectiles","17"
"minecraft:spawner_minecart","minecraft","spawner_minecart","entity.minecraft.spawner_minecart","net.minecraft.world.entity.EntityType","misc","0.98","0.7","c:minecarts","1"
"minecraft:spectral_arrow","minecraft","spectral_arrow","entity.minecraft.spectral_arrow","net.minecraft.world.entity.EntityType","misc","0.5","0.5","minecraft:arrows|minecraft:impact_projectiles","13"
"minecraft:spider","minecraft","spider","entity.minecraft.spider","net.minecraft.world.entity.EntityType","monster","1.4","0.9","c:spiders|enchanted:monsters|minecraft:arthropod|minecraft:dismounts_underwater|minecraft:no_anger_from_wind_charge|minecraft:sensitive_to_bane_of_arthropods|vampiricageing:common_devour","56"
"minecraft:squid","minecraft","squid","entity.minecraft.squid","net.minecraft.world.entity.EntityType","water_creature","0.8","0.8","c:squids|minecraft:aquatic|minecraft:axolotl_hunt_targets|minecraft:can_breathe_under_water|minecraft:not_scary_for_pufferfish|minecraft:sensitive_to_impaling|occultism:random_animals_common|occultism:random_animals_water|vampiricageing:infected_blacklist|vampiricageing:petty_devour","17"
"minecraft:stray","minecraft","stray","entity.minecraft.stray","net.minecraft.world.entity.EntityType","monster","0.6","1.99","bloodlines:possession_whitelist|enchanted:monsters|kaleidoscope_tavern:tomb_raider_disarmable|minecraft:can_breathe_under_water|minecraft:freeze_immune_entity_types|minecraft:ignores_poison_and_regen|minecraft:inverted_healing_and_harm|minecraft:no_anger_from_wind_charge|minecraft:sensitive_to_smite|minecraft:skeletons|minecraft:undead|minecraft:wither_friends","8"
"minecraft:strider","minecraft","strider","entity.minecraft.strider","net.minecraft.world.entity.EntityType","creature","0.9","1.7","minecraft:dismounts_underwater|minecraft:freeze_hurts_extra_types|occultism:random_animals_rideable","10"
"minecraft:tadpole","minecraft","tadpole","entity.minecraft.tadpole","net.minecraft.world.entity.EntityType","creature","0.4","0.3","c:tadpoles|minecraft:aquatic|minecraft:axolotl_hunt_targets|minecraft:can_breathe_under_water|minecraft:not_scary_for_pufferfish|minecraft:sensitive_to_impaling|occultism:random_animals_water","3"
"minecraft:text_display","minecraft","text_display","entity.minecraft.text_display","net.minecraft.world.entity.EntityType","misc","0.0","0.0","","0"
"minecraft:tnt","minecraft","tnt","entity.minecraft.tnt","net.minecraft.world.entity.EntityType","misc","0.98","0.98","","17"
"minecraft:tnt_minecart","minecraft","tnt_minecart","entity.minecraft.tnt_minecart","net.minecraft.world.entity.EntityType","misc","0.98","0.7","c:minecarts","4"
"minecraft:trader_llama","minecraft","trader_llama","entity.minecraft.trader_llama","net.minecraft.world.entity.EntityType","creature","0.9","1.87","c:llamas|minecraft:dismounts_underwater|occultism:random_animals_rideable","2"
"minecraft:trident","minecraft","trident","entity.minecraft.trident","net.minecraft.world.entity.EntityType","misc","0.5","0.5","minecraft:impact_projectiles","14"
"minecraft:tropical_fish","minecraft","tropical_fish","entity.minecraft.tropical_fish","net.minecraft.world.entity.EntityType","water_ambient","0.5","0.4","c:fish|minecraft:aquatic|minecraft:axolotl_hunt_targets|minecraft:can_breathe_under_water|minecraft:not_scary_for_pufferfish|minecraft:sensitive_to_impaling|occultism:random_animals_water","22"
"minecraft:turtle","minecraft","turtle","entity.minecraft.turtle","net.minecraft.world.entity.EntityType","creature","1.2","0.4","minecraft:aquatic|minecraft:can_breathe_under_water|minecraft:not_scary_for_pufferfish|minecraft:sensitive_to_impaling|occultism:random_animals_water","3"
"minecraft:vex","minecraft","vex","entity.minecraft.vex","net.minecraft.world.entity.EntityType","monster","0.4","0.8","c:vex|enchanted:grotesque_immune|enchanted:monsters","5"
"minecraft:villager","minecraft","villager","entity.minecraft.villager","net.minecraft.world.entity.EntityType","misc","0.6","1.95","bloodlines:possession_whitelist|c:villagers|minecraft:villager|occultism:humans|vampiresdelight:drops_human_eye","9"
"minecraft:vindicator","minecraft","vindicator","entity.minecraft.vindicator","net.minecraft.world.entity.EntityType","monster","0.6","1.95","enchanted:grotesque_immune|kaleidoscope_tavern:tomb_raider_disarmable|minecraft:illager|minecraft:illager_friends|minecraft:raiders|vampiresdelight:drops_human_eye","5"
"minecraft:wandering_trader","minecraft","wandering_trader","entity.minecraft.wandering_trader","net.minecraft.world.entity.EntityType","creature","0.6","1.95","c:villagers|occultism:humans|vampiresdelight:drops_human_eye","2"
"minecraft:warden","minecraft","warden","entity.minecraft.warden","net.minecraft.world.entity.EntityType","monster","0.9","2.9","c:wardens|enchanted:grotesque_immune|enchanted:monsters|enchanted:taglock_blacklist","5"
"minecraft:wind_charge","minecraft","wind_charge","entity.minecraft.wind_charge","net.minecraft.world.entity.EntityType","misc","0.3125","0.3125","minecraft:impact_projectiles|minecraft:redirectable_projectile","25"
"minecraft:witch","minecraft","witch","entity.minecraft.witch","net.minecraft.world.entity.EntityType","monster","0.6","1.95","enchanted:grotesque_immune|enchanted:monsters|kaleidoscope_tavern:tomb_raider_disarmable|minecraft:raiders|vampiresdelight:drops_human_eye","57"
"minecraft:wither","minecraft","wither","entity.minecraft.wither","net.minecraft.world.entity.EntityType","monster","0.9","3.5","c:bosses|enchanted:taglock_blacklist|fieldguide:bosses|fieldguide:kill_to_unlock|immersiveengineering:shaderbag/blacklist|minecraft:can_breathe_under_water|minecraft:fall_damage_immune|minecraft:freeze_immune_entity_types|minecraft:ignores_poison_and_regen|minecraft:inverted_healing_and_harm|minecraft:sensitive_to_smite|minecraft:undead|minecraft:wither_friends|mythsandlegends:nether_mobs|occultism:fragile_soul_gem_deny_list|occultism:soul_gem_deny_list|vampirism:ignore_vampire_sword_finisher","14"
"minecraft:wither_skeleton","minecraft","wither_skeleton","entity.minecraft.wither_skeleton","net.minecraft.world.entity.EntityType","monster","0.7","2.4","bloodlines:possession_whitelist|enchanted:monsters|kaleidoscope_tavern:tomb_raider_disarmable|minecraft:can_breathe_under_water|minecraft:ignores_poison_and_regen|minecraft:inverted_healing_and_harm|minecraft:sensitive_to_smite|minecraft:skeletons|minecraft:undead|minecraft:wither_friends|mythsandlegends:nether_mobs","7"
"minecraft:wither_skull","minecraft","wither_skull","entity.minecraft.wither_skull","net.minecraft.world.entity.EntityType","misc","0.3125","0.3125","minecraft:impact_projectiles","3"
"minecraft:wolf","minecraft","wolf","entity.minecraft.wolf","net.minecraft.world.entity.EntityType","creature","0.6","0.85","bloodlines:possession_whitelist|c:wolfs|farmersdelight:dog_food_users|occultism:random_animals_common|vampiricageing:infected_blacklist|vampiricageing:petty_devour","19"
"minecraft:zoglin","minecraft","zoglin","entity.minecraft.zoglin","net.minecraft.world.entity.EntityType","monster","1.3964844","1.4","enchanted:monsters|kaleidoscope_tavern:tomb_raider_disarmable|minecraft:can_breathe_under_water|minecraft:ignores_poison_and_regen|minecraft:inverted_healing_and_harm|minecraft:sensitive_to_smite|minecraft:undead|minecraft:wither_friends|minecraft:zombies|mythsandlegends:nether_mobs","4"
"minecraft:zombie","minecraft","zombie","entity.minecraft.zombie","net.minecraft.world.entity.EntityType","monster","0.6","1.95","bloodlines:possession_whitelist|enchanted:monsters|kaleidoscope_tavern:tomb_raider_disarmable|minecraft:can_breathe_under_water|minecraft:ignores_poison_and_regen|minecraft:inverted_healing_and_harm|minecraft:no_anger_from_wind_charge|minecraft:sensitive_to_smite|minecraft:undead|minecraft:wither_friends|minecraft:zombies|vampirism:zombies","57"
